#https://www.kaggle.com/c/airbnb-recruiting-new-user-bookings
id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
y1xso904sm,2010-04-12,20100412054834,,-unknown-,35.0,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
qfhtg8plvx,2010-04-12,20100412064942,2010-04-13,FEMALE,36.0,facebook,3,en,other,craigslist,tracked-other,Web,Mac Desktop,Chrome,FR
yqmymjiy9t,2010-04-12,20100412113934,,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
5ig7sf3sqk,2010-04-12,20100412143624,2010-04-13,-unknown-,,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,Firefox,US
rohhbyxj69,2010-04-12,20100412150155,2010-04-12,FEMALE,32.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
s1jz5dqklw,2010-04-12,20100412180225,2010-04-19,-unknown-,,basic,3,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
ianaom1z9s,2010-04-12,20100412185846,2010-04-12,FEMALE,36.0,facebook,3,en,other,craigslist,linked,Web,Mac Desktop,Safari,US
iim5mrjd40,2010-04-12,20100412190953,,-unknown-,,basic,3,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,NDF
e9nw7mg582,2010-04-12,20100412203646,,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
9ouah6tc30,2010-04-12,20100412231534,2010-04-12,FEMALE,104.0,facebook,3,en,other,craigslist,linked,Web,iPhone,Mobile Safari,FR
uglnad82h8,2010-04-13,20100413013216,2010-04-23,FEMALE,33.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
0xwoje4363,2010-04-13,20100413075154,,-unknown-,33.0,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
wostjau9h3,2010-04-13,20100413151911,2010-05-07,MALE,54.0,facebook,2,en,sem-non-brand,google,linked,Web,iPad,Mobile Safari,CA
ufs6oygaz7,2010-04-13,20100413154022,,-unknown-,,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
99j6gpdgs6,2010-04-13,20100413162556,2010-04-18,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
vnkzdd3z0q,2010-04-13,20100413173547,,FEMALE,35.0,facebook,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
6wyshxlfix,2010-04-13,20100413210005,2011-02-10,MALE,31.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
ffed9prc6k,2010-04-13,20100413213202,,FEMALE,64.0,basic,3,en,content,google,omg,Web,Mac Desktop,Safari,NDF
8yty8d7o3x,2010-04-14,20100414162123,2010-04-15,FEMALE,37.0,basic,2,en,other,craigslist,untracked,Web,Android Phone,-unknown-,US
j3m8l31ism,2010-04-14,20100414203439,,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
9a7rl231jg,2010-04-14,20100414213308,,-unknown-,49.0,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
mb04lox8tt,2010-11-16,20100414214144,2011-05-04,FEMALE,31.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
bhocvr48f9,2010-04-14,20100414223037,,FEMALE,28.0,basic,2,en,other,craigslist,linked,Web,Android Phone,Chrome Mobile,NDF
bxj29lm4zb,2010-04-14,20100414235749,2010-04-15,-unknown-,28.0,basic,3,en,content,google,untracked,Web,Mac Desktop,Safari,US
jgg07z5gyt,2010-04-15,20100415005417,2010-04-15,FEMALE,42.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
djjnabz7ki,2010-04-15,20100415015059,,MALE,30.0,facebook,3,en,direct,direct,untracked,Web,Android Phone,-unknown-,NDF
xgigh8y06s,2010-04-15,20100415024451,2010-04-15,-unknown-,34.0,basic,3,en,sem-non-brand,other,untracked,Web,Windows Desktop,Chrome,US
0oib3cn172,2010-04-15,20100415225551,,FEMALE,36.0,facebook,3,en,other,craigslist,omg,Web,Mac Desktop,Safari,NDF
21l3vhg15l,2010-04-16,20100416003714,,-unknown-,,basic,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
z7cno44fg0,2010-04-16,20100416024250,,-unknown-,,facebook,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
4lsqq3foce,2010-04-17,20100417012243,,-unknown-,55.0,basic,3,en,content,google,linked,Web,Mac Desktop,Firefox,NDF
3mxn0ciqmb,2010-04-17,20100417133255,2010-04-23,-unknown-,50.0,basic,3,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US
h4pado3m8m,2010-04-17,20100417155409,2010-04-17,-unknown-,73.0,basic,2,en,content,google,,Web,Other/Unknown,-unknown-,US
oamfblpxdy,2014-01-15,20100417172659,2014-01-15,OTHER,45.0,basic,24,en,direct,direct,untracked,Moweb,iPhone,Mobile Safari,US
kc0kexyyes,2010-04-17,20100417221018,2010-04-18,FEMALE,37.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
qkzbnh2uny,2010-04-17,20100417230030,,-unknown-,,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
vkv5ov9x1l,2010-04-18,20100418004920,,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
tf2sy2r28y,2010-04-18,20100418033424,,-unknown-,60.0,basic,2,en,sem-non-brand,other,untracked,Web,Windows Desktop,Chrome,NDF
lnd79ajx1i,2010-04-18,20100418044545,2010-05-10,FEMALE,46.0,facebook,2,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,US
o13k6i7n0z,2010-04-18,20100418210219,2010-04-19,-unknown-,,basic,2,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,CA
3gcqiap1cm,2010-04-19,20100419010323,,-unknown-,,basic,3,en,other,craigslist,untracked,Web,Android Tablet,Chrome,NDF
yaokln14ut,2010-04-19,20100419053432,2010-10-11,-unknown-,39.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
sme5hcsupv,2010-04-19,20100419165031,,FEMALE,59.0,facebook,2,en,content,google,omg,Web,Mac Desktop,Chrome,NDF
2h2ekzkxdh,2010-04-20,20100420021049,2010-05-07,-unknown-,,basic,2,en,direct,direct,product,Web,iPhone,Mobile Safari,ES
mz965qmz08,2010-04-20,20100420043823,2010-04-22,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,ES
1w0zewm9b4,2010-04-20,20100420200752,2010-04-20,FEMALE,28.0,basic,3,en,seo,google,untracked,Web,Mac Desktop,Firefox,US
m3p9a0nu6u,2010-04-21,20100421011546,2010-04-22,-unknown-,,basic,0,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,US
fpvykf1vam,2010-04-21,20100421015334,,-unknown-,,basic,3,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
lknxzku6sv,2010-04-21,20100421020344,2010-04-24,-unknown-,,facebook,2,en,other,craigslist,linked,Web,Mac Desktop,Safari,US
e3jegi95l4,2010-04-21,20100421051835,2011-04-04,FEMALE,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,GB
i519ro1yxs,2010-04-21,20100421053010,2010-04-22,FEMALE,35.0,facebook,2,en,other,craigslist,linked,Web,Windows Desktop,Chrome,US
m1s2bgq45a,2010-04-21,20100421152555,2010-04-22,-unknown-,,basic,0,en,other,craigslist,tracked-other,Web,Mac Desktop,Safari,US
tacbwpb64u,2010-04-21,20100421205041,,-unknown-,29.0,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
qertqulx4t,2010-04-22,20100422080140,2010-04-22,FEMALE,19.0,facebook,3,en,sem-non-brand,google,untracked,Web,Windows Desktop,Firefox,US
j40wafaogx,2010-04-22,20100422182838,,-unknown-,,basic,2,en,sem-non-brand,vast,untracked,Web,iPhone,-unknown-,NDF
wmzgv64k9e,2010-04-22,20100422183216,,-unknown-,38.0,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
mi363ujdbk,2010-04-22,20100422193018,,-unknown-,41.0,basic,2,en,sem-non-brand,vast,linked,Web,iPad,Mobile Safari,NDF
njtt62xtq8,2010-04-22,20100422201254,,FEMALE,31.0,basic,2,en,other,other,tracked-other,Web,iPhone,Mobile Safari,NDF
j1cseb69ch,2010-04-22,20100422233214,2010-04-23,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
tfy9x1q2r1,2010-04-23,20100423061130,,-unknown-,,basic,2,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF
paa7y16nd9,2010-04-23,20100423154843,,-unknown-,,basic,2,en,seo,google,untracked,Web,Mac Desktop,Safari,NDF
61kob9coeg,2010-04-23,20100423195259,2010-06-12,FEMALE,38.0,basic,2,en,sem-non-brand,vast,untracked,Web,Windows Desktop,Chrome,US
xediqv77b0,2010-04-23,20100423212037,2010-10-05,-unknown-,65.0,basic,2,en,seo,google,tracked-other,Web,Windows Desktop,IE,US
tmkmmrthnb,2010-04-24,20100424031530,2010-04-24,-unknown-,32.0,basic,3,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,US
dbjktqkfk6,2010-04-25,20100425013425,2010-04-28,FEMALE,31.0,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
4glt2a6ck3,2010-04-25,20100425021418,,FEMALE,31.0,basic,2,en,seo,google,untracked,Web,Windows Desktop,Chrome,NDF
qpod5q0k1e,2010-04-25,20100425162610,,-unknown-,,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,NDF
nldvcnd6kr,2010-04-25,20100425190955,2010-04-29,MALE,,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
0jkdqwdq3y,2010-04-25,20100425191505,2010-04-28,-unknown-,,basic,2,en,seo,google,linked,Web,Mac Desktop,Chrome,US
94s3fuai01,2010-04-25,20100425201216,,-unknown-,,basic,2,en,sem-non-brand,vast,untracked,Web,iPhone,-unknown-,NDF
l0ecexzzex,2010-04-25,20100425222347,2010-04-25,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
5wqniljn8n,2010-04-25,20100425234552,,FEMALE,41.0,facebook,0,en,other,craigslist,untracked,Web,Other/Unknown,-unknown-,NDF
rpv2330ciy,2010-04-26,20100426011530,2010-04-27,-unknown-,,basic,2,en,direct,direct,linked,Web,Mac Desktop,Safari,US
j52w6k4rdw,2010-04-26,20100426061034,2010-04-27,-unknown-,42.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Safari,US
3j8hg0dr04,2010-04-26,20100426121125,2010-04-27,MALE,43.0,facebook,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,IT
fzh136h9s1,2010-04-26,20100426183141,,-unknown-,,basic,2,en,direct,direct,omg,Web,Mac Desktop,Safari,NDF
fd6gb3m1ae,2010-04-26,20100426200919,2010-04-26,FEMALE,33.0,basic,0,en,direct,direct,untracked,Web,iPhone,-unknown-,US
kp127cvprl,2010-04-26,20100426205403,,-unknown-,61.0,basic,2,es,direct,direct,,Web,Other/Unknown,-unknown-,NDF
rn4ycf1mxi,2010-04-27,20100427044842,,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
yjrmoqwkfe,2010-04-27,20100427063648,2010-06-01,MALE,31.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NL
ls4zm2qvh4,2010-04-27,20100427132245,,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
e5olmksmba,2010-04-27,20100427181431,,MALE,39.0,basic,2,en,seo,google,linked,Web,Mac Desktop,Chrome,NDF
wu91cbn838,2010-04-27,20100427232354,2010-05-07,FEMALE,,basic,2,fr,direct,direct,untracked,Web,Windows Desktop,Firefox,FR
oa9klu4bot,2010-04-28,20100428002530,,FEMALE,55.0,facebook,2,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
ijilcdb2mi,2010-04-28,20100428003307,,MALE,38.0,basic,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
y4ap3qcqba,2010-04-28,20100428034746,2010-04-29,-unknown-,,basic,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,CA
7o7h8o1zrf,2010-04-28,20100428052007,,FEMALE,43.0,facebook,2,en,other,craigslist,untracked,Web,Mac Desktop,Firefox,NDF
fkq0j30vf8,2010-04-28,20100428185258,2010-04-28,-unknown-,,basic,3,en,direct,direct,untracked,Web,iPhone,-unknown-,US
767if1is7y,2010-04-28,20100428200633,2010-04-29,FEMALE,36.0,basic,3,en,direct,direct,untracked,Web,iPhone,-unknown-,US
b5l09ad6aa,2010-04-28,20100428221228,2010-05-05,FEMALE,41.0,basic,3,en,other,craigslist,linked,Web,iPad,Mobile Safari,US
2dmuy3lff2,2010-04-29,20100429034342,2010-04-30,MALE,35.0,basic,2,en,other,craigslist,tracked-other,Web,Mac Desktop,Safari,US
l5uphrvuci,2010-04-29,20100429053223,2010-05-05,-unknown-,,basic,2,en,direct,direct,linked,Web,Mac Desktop,Firefox,FR
tp3pyj8o1y,2010-04-29,20100429160612,,-unknown-,,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,IE,NDF
rzhouzy2ok,2010-04-29,20100429161617,2010-04-29,FEMALE,5.0,facebook,0,en,other,craigslist,tracked-other,Web,Mac Desktop,Safari,IT
dfbdp3ozhe,2010-04-29,20100429231917,2010-04-30,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
cybxhjg7qs,2010-04-29,20100429234313,2010-07-19,MALE,30.0,facebook,3,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES
yh9cw0pkr7,2010-04-29,20100429235333,2010-05-02,MALE,35.0,basic,3,en,direct,direct,untracked,Web,iPhone,-unknown-,US
toazhl601h,2010-04-29,20100429235656,2010-05-01,-unknown-,,facebook,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
itcjsfgprl,2010-04-30,20100430024205,2010-05-01,MALE,30.0,basic,3,en,direct,direct,untracked,Web,iPad,Mobile Safari,US
au7cisk99y,2010-04-30,20100430041247,2010-05-01,FEMALE,35.0,facebook,2,en,seo,google,untracked,Web,Other/Unknown,-unknown-,US
zc18mzhqkl,2010-04-30,20100430071425,2010-10-05,MALE,55.0,basic,2,en,sem-non-brand,google,untracked,Web,Mac Desktop,Chrome,US
zn4k34mdym,2010-04-30,20100430161212,2010-05-08,MALE,33.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,FR
qfqmv9mt5w,2010-04-30,20100430172438,,MALE,38.0,basic,3,en,content,google,untracked,Web,Windows Desktop,Chrome,NDF
bu9ee23zgn,2010-04-30,20100430192227,2010-05-04,FEMALE,,basic,3,en,other,craigslist,untracked,Web,Mac Desktop,Safari,FR
qb8xj4v83d,2010-04-30,20100430234014,,-unknown-,,basic,0,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
kk97r882ii,2010-05-01,20100501002823,,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
3z0g71317h,2010-05-01,20100501021713,,-unknown-,30.0,basic,3,en,content,google,,Web,Other/Unknown,-unknown-,NDF
g8e3caky7u,2010-05-01,20100501150844,2010-05-01,MALE,38.0,facebook,3,en,direct,direct,tracked-other,Web,Windows Desktop,Chrome,FR
q7copkzetz,2010-05-01,20100501154932,2010-05-03,-unknown-,,basic,3,en,seo,google,,Web,Other/Unknown,-unknown-,US
upibvlpl37,2010-05-01,20100501164030,,-unknown-,,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
qcisr5eha6,2010-05-01,20100501201725,2010-05-04,FEMALE,36.0,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Firefox,IT
jy3utap63r,2010-05-01,20100501204235,,FEMALE,37.0,basic,3,en,other,craigslist,linked,Web,Mac Desktop,Chrome,NDF
bbmxnzyipq,2010-05-01,20100501212405,2010-05-08,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
anojvlueb5,2010-05-02,20100502004439,2010-05-02,MALE,33.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
pp6zqf7ja0,2010-05-02,20100502010831,2010-05-02,FEMALE,33.0,facebook,0,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
3owq07bxaq,2010-05-02,20100502044047,2010-05-02,-unknown-,,basic,3,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,US
9uzlsl1ppa,2010-05-02,20100502175403,2010-05-02,-unknown-,,basic,2,en,seo,google,,Web,Other/Unknown,-unknown-,US
nvfuxesr7t,2010-05-02,20100502203208,2010-05-03,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
it1xy358ev,2010-05-02,20100502220010,2010-05-03,-unknown-,,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
k6bwkpywgp,2010-05-02,20100502233058,2010-05-07,MALE,66.0,basic,2,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,FR
qwh6hotuhx,2010-05-02,20100502235625,2010-05-08,MALE,42.0,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,US
phq5ic9lq3,2010-05-03,20100503004623,2010-05-05,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
7mlce19r0p,2010-05-03,20100503013819,,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
ez6x76ufi5,2010-05-03,20100503064148,,-unknown-,,basic,2,en,other,craigslist,linked,Web,iPhone,Mobile Safari,NDF
25c8bpsw8s,2010-05-03,20100503145342,2010-05-11,-unknown-,43.0,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
wif36rzqzv,2010-05-03,20100503151620,,-unknown-,,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
5yv62gkib7,2010-05-03,20100503224739,,-unknown-,,basic,2,en,direct,direct,linked,Web,iPhone,Mobile Safari,NDF
2gcvdulczc,2010-05-03,20100503232421,2010-05-04,-unknown-,37.0,facebook,0,en,other,craigslist,untracked,Web,Mac Desktop,Safari,FR
x67fvv1bsb,2010-05-03,20100503234504,2010-05-19,-unknown-,,basic,0,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
glbjvlg7dx,2010-05-04,20100504043533,,-unknown-,,basic,3,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
svwo8gsij4,2010-05-04,20100504044853,2010-05-27,FEMALE,37.0,basic,3,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
98cgff763r,2010-05-04,20100504054953,,MALE,40.0,facebook,3,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
r4psixs50q,2010-05-04,20100504150338,2010-05-04,MALE,43.0,facebook,2,en,direct,direct,omg,Web,Mac Desktop,Safari,US
ljisw2oiu0,2010-05-04,20100504150604,2010-05-04,-unknown-,,basic,3,en,seo,google,linked,Web,Mac Desktop,Firefox,US
nh7l8syd9z,2010-05-04,20100504201748,2010-05-08,FEMALE,41.0,basic,0,en,sem-non-brand,google,untracked,Web,Windows Desktop,Chrome,US
uct6dye2ez,2010-05-05,20100505033422,2010-05-12,-unknown-,57.0,basic,2,en,seo,google,untracked,Web,Mac Desktop,Safari,US
9hxa4k028j,2010-05-05,20100505044548,,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
ep4jkzkbag,2010-05-05,20100505061229,2010-06-18,FEMALE,51.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
mvd0j3hjx4,2010-05-05,20100505082624,,-unknown-,34.0,basic,0,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
hkogbgst7b,2010-05-05,20100505162023,,-unknown-,,basic,2,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
0l6drvk932,2010-05-05,20100505175355,2010-05-05,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,IT
ochtz2ywon,2010-05-05,20100505230025,2011-04-25,MALE,32.0,basic,2,en,seo,google,untracked,Web,iPad,Mobile Safari,US
86zt3jb8da,2010-05-05,20100505233925,2010-05-06,FEMALE,34.0,basic,2,en,direct,direct,omg,Web,Windows Desktop,Chrome,US
4e274ysvkp,2010-05-06,20100506000817,2010-05-14,-unknown-,69.0,facebook,2,en,sem-non-brand,google,linked,Web,Windows Desktop,IE,US
eli7c1nc9b,2010-05-06,20100506013533,2010-05-20,-unknown-,29.0,basic,2,en,other,craigslist,omg,Web,Windows Desktop,Chrome,US
2gm4pei42b,2010-05-06,20100506030317,2010-05-07,-unknown-,,basic,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,other
s7fsdaxz6m,2010-05-06,20100506172701,2010-05-15,-unknown-,,basic,2,en,sem-non-brand,other,,Web,Other/Unknown,-unknown-,US
w8zct6k601,2010-05-06,20100506210333,,FEMALE,26.0,basic,2,en,seo,google,untracked,Web,iPad,Mobile Safari,NDF
226l0nmxgv,2010-05-07,20100507041052,2010-05-08,-unknown-,31.0,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
2uxm4t7xjs,2010-05-07,20100507174102,,FEMALE,53.0,facebook,2,en,content,google,untracked,Web,Windows Desktop,AOL Explorer,NDF
fs8e1p9h4m,2010-05-07,20100507182600,,-unknown-,,basic,2,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
erwm92upfm,2010-05-07,20100507193221,,FEMALE,29.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
4e676671tu,2010-05-07,20100507194103,,MALE,29.0,facebook,3,en,other,craigslist,linked,Web,Mac Desktop,Safari,NDF
6ibnave6s6,2010-05-07,20100507225321,2010-07-03,-unknown-,,basic,3,en,seo,google,linked,Web,Mac Desktop,Safari,US
wq76ltfifp,2010-05-07,20100507233443,2010-05-11,-unknown-,69.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
2tv75vj0gw,2010-05-08,20100508001615,2010-06-08,-unknown-,43.0,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,IE,US
gs1skm17pg,2010-05-08,20100508014829,2010-05-17,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
06dciyn7y7,2010-05-08,20100508120827,2010-05-10,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,US
7wytkmyzeg,2010-05-08,20100508173559,2010-05-09,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
2w0lxw4k0y,2010-05-08,20100508192752,,FEMALE,,facebook,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,NDF
906fx9unlz,2010-05-08,20100508195604,2010-06-26,-unknown-,51.0,basic,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,ES
fc5vzq3anq,2010-05-08,20100508201419,2010-05-11,-unknown-,54.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,CA
4wxqtytl2t,2010-05-08,20100508231908,,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
ys07hw3yzg,2010-05-09,20100509042702,,-unknown-,36.0,facebook,3,en,sem-non-brand,other,,Web,Other/Unknown,-unknown-,NDF
nljb2ehelq,2010-05-09,20100509071214,2010-05-15,-unknown-,,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,FR
ko6nr3jdqa,2010-05-09,20100509103927,,-unknown-,,basic,2,en,seo,google,omg,Web,Windows Desktop,Chrome,NDF
z096yb02eo,2010-05-09,20100509174254,,FEMALE,35.0,facebook,3,en,other,craigslist,linked,Web,Windows Desktop,IE,NDF
rj5zb5q780,2010-05-10,20100510032050,2010-05-12,-unknown-,,basic,2,en,seo,google,,Web,Other/Unknown,-unknown-,US
1v3400vgwc,2010-05-10,20100510040838,,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
90kms5pfkj,2010-05-10,20100510081503,2010-05-11,FEMALE,42.0,basic,3,en,seo,google,untracked,Web,Mac Desktop,Chrome,US
84t4ngy65k,2010-05-10,20100510200557,2010-05-12,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES
0vx6x016er,2010-05-10,20100510230747,2010-05-13,-unknown-,,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,CA
wg0jk96z0u,2010-05-10,20100510232955,2010-05-11,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
6da1tizfdl,2010-05-11,20100511000335,2010-05-11,MALE,30.0,facebook,3,en,direct,direct,omg,Web,Windows Desktop,Chrome,US
j9tlqpze5c,2010-05-11,20100511015416,,-unknown-,,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,IE,NDF
3xi48t0xcp,2010-05-11,20100511035059,,FEMALE,37.0,facebook,3,en,content,google,omg,Web,Mac Desktop,Chrome,NDF
zhacyxc8n9,2010-05-11,20100511042602,,FEMALE,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
vcac576w2s,2010-05-11,20100511043402,,-unknown-,,basic,0,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
5ufx1v7i7a,2010-05-11,20100511081513,2010-05-11,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
408z640vli,2010-05-11,20100511204908,2010-05-11,MALE,45.0,facebook,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
0uy63d3mg6,2010-05-11,20100511213944,2010-05-15,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
xcqxcz4isp,2010-05-11,20100511215512,,-unknown-,,basic,3,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,NDF
lluuuvyvay,2010-05-11,20100511230535,2010-05-14,-unknown-,28.0,basic,0,en,seo,google,untracked,Web,Windows Desktop,Firefox,US
96npjbknd4,2010-05-12,20100512045856,,-unknown-,,basic,3,en,direct,direct,linked,Web,Windows Desktop,IE,NDF
lmyws6zaoh,2010-05-12,20100512082214,,FEMALE,54.0,basic,3,en,other,craigslist,omg,Web,Mac Desktop,Firefox,NDF
ddtb1e1w7l,2010-05-12,20100512085635,,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
20dcglb1pr,2010-05-12,20100512092539,,-unknown-,,basic,2,en,sem-non-brand,vast,untracked,Web,iPhone,Mobile Safari,NDF
8mrzpmo3vx,2010-05-12,20100512145910,2010-05-15,-unknown-,,basic,2,en,seo,google,linked,Web,Mac Desktop,Safari,US
zcaroj8eko,2010-05-12,20100512152229,,FEMALE,35.0,facebook,2,en,other,craigslist,untracked,Web,iPhone,-unknown-,NDF
pkaa4gf3uz,2010-05-12,20100512175808,2010-05-12,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
l519vf5kvm,2010-05-12,20100512184831,2010-06-17,MALE,35.0,facebook,0,en,other,craigslist,untracked,Web,Mac Desktop,Firefox,US
c53be5ap9c,2010-05-12,20100512213832,2010-05-19,-unknown-,36.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
zb8z8xkhsp,2010-05-12,20100512221701,2010-05-13,FEMALE,39.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,ES
y77ijl4kzs,2010-05-13,20100513005359,,FEMALE,38.0,facebook,3,en,seo,google,tracked-other,Web,iPhone,Mobile Safari,NDF
zkmkc2nmq8,2010-05-13,20100513021050,,FEMALE,53.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
